"Kind","File","Line","Text"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","190","MargemLucro DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","191","ValorTotalEstoque DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","191","ValorTotalEstoque DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","213","PrecoCusto DECIMAL(18,2),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","213","PrecoCusto DECIMAL(18,2),"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","214","PrecoVenda DECIMAL(18,2) NOT NULL,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","214","PrecoVenda DECIMAL(18,2) NOT NULL,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","218","TotalVendas INT NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","219","TotalFaturado DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","219","TotalFaturado DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","262","PedidoMinimo DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","268","TotalCompras DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","268","TotalCompras DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","312","PrecoUltimaCompra DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","312","PrecoUltimaCompra DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","313","QuantidadeUltimaCompra DECIMAL(18,3) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","316","ValorCompras DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","316","ValorCompras DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","347","ValorTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","347","ValorTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","348","ValorProdutos DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","348","ValorProdutos DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","376","Quantidade DECIMAL(18,4) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","377","ValorUnitario DECIMAL(18,4) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","377","ValorUnitario DECIMAL(18,4) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","378","ValorTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","378","ValorTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","386","MargemAplicada DECIMAL(18,4) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","386","MargemAplicada DECIMAL(18,4) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","387","PrecoVendaSugerido DECIMAL(18,4) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","387","PrecoVendaSugerido DECIMAL(18,4) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","413","ValorTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","413","ValorTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","438","TotalItens INT NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","459","Total DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","459","Total DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","461","ValorTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","461","ValorTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","462","Desconto DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","462","Desconto DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","464","QuantidadeItens DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","497","PrecoUnitario DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","497","PrecoUnitario DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","498","CustoUnitario DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","498","CustoUnitario DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","499","Desconto DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","499","Desconto DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","500","Subtotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","500","Subtotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","501","ValorTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","501","ValorTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","536","ClienteTotalGasto DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","556","ValorEstimado DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","556","ValorEstimado DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","557","ValorReal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","557","ValorReal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","558","ValorPago DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","558","ValorPago DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","568","ValorProdutos DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","568","ValorProdutos DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","569","ValorServicos DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","569","ValorServicos DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","606","PrecoUnitario DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","606","PrecoUnitario DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","607","PrecoTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","607","PrecoTotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","624","Valor DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","624","Valor DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","689","Valor DECIMAL(18,2) NOT NULL,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","689","Valor DECIMAL(18,2) NOT NULL,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","712","Valor DECIMAL(18,2) NOT NULL,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","712","Valor DECIMAL(18,2) NOT NULL,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","735","Valor DECIMAL(18,2) NOT NULL,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","735","Valor DECIMAL(18,2) NOT NULL,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","762","ValorAbertura DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","762","ValorAbertura DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","763","ValorEsperado DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","763","ValorEsperado DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","764","ValorInformadoFechamento DECIMAL(18,2),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","764","ValorInformadoFechamento DECIMAL(18,2),"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","765","TotalVendas DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","765","TotalVendas DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","766","TotalSangrias DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","766","TotalSangrias DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","767","TotalSuprimentos DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","767","TotalSuprimentos DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","792","ValorMovimento DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","792","ValorMovimento DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","793","ValorInicial DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","793","ValorInicial DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","794","ValorFinal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","794","ValorFinal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","795","Sangrias DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","796","Suprimentos DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","797","Diferenca DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","814","ValorMeta DECIMAL(18,2) NOT NULL,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","814","ValorMeta DECIMAL(18,2) NOT NULL,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","815","ValorAtual DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","815","ValorAtual DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","835","ValorTotal DECIMAL(18,2),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","835","ValorTotal DECIMAL(18,2),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","836","TotalRegistros INT,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","854","ValorAnterior NVARCHAR(MAX),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","855","ValorNovo NVARCHAR(MAX),"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","869","MetaValor DECIMAL(18,2) NOT NULL,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","870","ValorAtual DECIMAL(18,2),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","870","ValorAtual DECIMAL(18,2),"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","871","PercentualAtingido DECIMAL(18,2),"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","905","Valor DECIMAL(18,2),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","905","Valor DECIMAL(18,2),"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1014","ValorMaoObra DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1014","ValorMaoObra DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1015","Desconto DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1015","Desconto DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1041","Quantidade DECIMAL(18,2) NOT NULL DEFAULT 1,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1042","ValorUnitario DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1042","ValorUnitario DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1043","CustoUnitario DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1043","CustoUnitario DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1073","Subtotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1073","Subtotal DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1074","Desconto DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1074","Desconto DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1075","DescontoTipo NVARCHAR(20) NOT NULL DEFAULT 'Valor',"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1076","DescontoPercentual DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1076","DescontoPercentual DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1077","Acrescimo DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1078","Total DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","1078","Total DECIMAL(18,2) NOT NULL DEFAULT 0,"
